administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,special_day,months,os,browser,region,traffic_type,visitor_type,weekend,revenue
0,0,1,55,9,936.833,0,0.0222222,53.2553,0,Mar,1,1,1,2,Returning_Visitor,TRUE,TRUE
2,18,0,0,15,756.333,0.0125,0.0625,29.2432,0,Mar,2,10,3,1,Returning_Visitor,FALSE,TRUE
0,0,1,28,13,474.667,0,0.0142857,33.41,0,Mar,2,2,1,6,Returning_Visitor,FALSE,TRUE
3,180,0,0,12,1436.5,0,0.0133333,27.759,0,Mar,2,2,2,2,Returning_Visitor,TRUE,TRUE
4,52,1,7,46,3087,0.00377358,0.0213836,16.9464,0,Mar,2,2,3,8,Returning_Visitor,FALSE,TRUE
1,69,0,0,8,423,0,0.025,28.0509,0,Mar,2,4,1,8,New_Visitor,FALSE,TRUE
0,0,0,0,26,1377.77,0,0.008,92.4822,0,Mar,2,2,7,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,36,1166.73,0,0.025,4.599,0,Mar,1,1,1,3,Returning_Visitor,TRUE,TRUE
2,11.9231,2,139,80,4099.74,0.00411706,0.00527967,16.8807,0,Mar,3,2,1,2,Returning_Visitor,TRUE,TRUE
4,206.333,0,0,20,917.35,0,0.00833333,23.8332,0,Mar,4,2,1,2,Returning_Visitor,TRUE,TRUE
12,739.209,1,16,21,1321.06,0.00903226,0.0251334,78.3456,0,Mar,2,2,1,8,Returning_Visitor,FALSE,TRUE
4,68.5,2,845,82,2448.78,0.000374532,0.0089077,6.50683,0,Mar,1,1,2,2,Returning_Visitor,FALSE,TRUE
2,58,0,0,50,952.435,0,0.0115385,2.17973,0,Mar,4,2,2,11,Returning_Visitor,TRUE,TRUE
3,134,0,0,53,1659.32,0,0.00380117,62.3481,0,Mar,4,1,1,2,Returning_Visitor,FALSE,TRUE
8,87.5,0,0,31,496.583,0.00540541,0.0126126,3.88946,0,Mar,2,2,7,2,Returning_Visitor,FALSE,TRUE
2,33,0,0,25,1720,0,0.00769231,60.2902,0,Mar,2,5,3,1,Returning_Visitor,FALSE,TRUE
4,143,1,20.5,10,386.15,0,0.0153846,64.6,0,Mar,1,1,7,8,Returning_Visitor,FALSE,TRUE
1,0,0,0,20,2270.83,0,0.0238095,10.2319,0,Mar,2,2,3,6,Returning_Visitor,FALSE,TRUE
0,0,0,0,12,481.833,0,0.0181818,74.088,0,Mar,1,1,1,2,New_Visitor,FALSE,TRUE
2,75,0,0,14,851,0,0.0142857,22.8891,0,Mar,1,1,1,2,New_Visitor,TRUE,TRUE
10,1559.75,1,7,41,1663.76,0.00434783,0.015942,13.6346,0,Mar,1,1,1,2,Returning_Visitor,FALSE,TRUE
1,0,1,60.5,46,1038.92,0.0212766,0.0390071,13.1033,0,Mar,2,2,6,1,Returning_Visitor,FALSE,TRUE
6,143.167,0,0,50,925.948,0,0.0101604,13.6051,0,Mar,2,2,1,2,Returning_Visitor,FALSE,TRUE
4,149.25,0,0,27,1212.81,0,0.0209677,14.8921,0,Mar,2,2,7,2,Returning_Visitor,FALSE,TRUE
5,172.2,0,0,23,792.722,0,0.0107143,261.491,0,Mar,2,2,1,8,New_Visitor,FALSE,TRUE
6,129.75,0,0,42,1173.07,0,0.00531915,18.9532,0,Mar,2,2,3,8,New_Visitor,TRUE,TRUE
6,408.2,0,0,33,878.624,0,0.0204505,19.3655,0,Mar,2,2,1,2,Returning_Visitor,FALSE,TRUE
2,24.4286,7,278.167,76,2735.73,0.00243902,0.0248432,8.63172,0,Mar,2,5,2,7,Returning_Visitor,FALSE,TRUE
10,382.833,4,319.3,72,4163.8,0.000297619,0.0109127,12.0922,0,Mar,2,2,6,2,Returning_Visitor,FALSE,TRUE
9,546,0,0,28,1561.08,0.01,0.03,3.81058,0,Mar,2,2,7,10,Returning_Visitor,FALSE,TRUE
4,63.3333,0,0,13,556.667,0,0.00166667,27.3064,0,Mar,1,1,1,2,Returning_Visitor,FALSE,TRUE
1,18,4,123.5,24,4114.08,0,0.00357143,20.9183,0,Mar,1,1,1,2,New_Visitor,FALSE,TRUE
0,0,0,0,7,451,0,0.0333333,49.8233,0,Mar,2,2,4,1,New_Visitor,FALSE,TRUE
2,60,0,0,20,717.617,0,0.0047619,60.1948,0,Mar,2,5,9,2,Returning_Visitor,FALSE,TRUE
11,2047.23,9,1146.67,45,3641.21,0.00263654,0.0143115,7.75388,0,Mar,2,2,1,2,Returning_Visitor,FALSE,TRUE
7,187.833,0,0,36,1775.52,0,0.0089599,4.74574,0,Mar,1,1,1,10,Returning_Visitor,FALSE,TRUE
2,66,1,0,10,302,0.0428571,0.0595238,19.535,0,Mar,2,6,3,2,Returning_Visitor,FALSE,TRUE
2,69,2,92,37,796.957,0,0.0242741,3.97828,0,Mar,2,2,7,2,Returning_Visitor,FALSE,TRUE
7,170,0,0,27,1342.67,0.00333333,0.0233333,29.3563,0,Mar,2,2,1,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,9,639,0,0.025,81.2475,0,Mar,1,1,2,9,Returning_Visitor,TRUE,TRUE
5,217.667,0,0,18,494.667,0,0.019932,33.1451,0,Mar,3,2,1,2,Returning_Visitor,FALSE,TRUE
8,227.533,3,292.684,66,3025.52,0.0159951,0.0255413,7.37168,0,Mar,3,2,3,6,Returning_Visitor,FALSE,TRUE
6,190.286,6,609,47,2989.49,0,0.00481322,30.898,0,Mar,2,2,1,8,New_Visitor,TRUE,TRUE
8,183,4,571.5,14,333.6,0,0.01,15.4334,0,Mar,1,1,1,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,9,355.167,0,0.00416667,18.0253,0,Mar,2,4,1,2,Returning_Visitor,FALSE,TRUE
2,21,0,0,65,2881.13,0,0.00298508,80.6806,0,Mar,2,2,4,2,New_Visitor,FALSE,TRUE
1,24,0,0,17,498.333,0,0.0210526,76.7867,0,Mar,2,2,6,10,Returning_Visitor,FALSE,TRUE
1,6,0,0,16,608.833,0.0117647,0.0266667,52.7005,0,Mar,3,2,1,11,Returning_Visitor,FALSE,TRUE
4,136,0,0,31,1141.83,0,0.00606061,10.6345,0,Mar,1,1,1,1,Returning_Visitor,FALSE,TRUE
3,275,1,29.5,30,1107.05,0,0.0177609,35.9811,0,Mar,3,2,3,1,Returning_Visitor,TRUE,TRUE
7,161,3,775.5,19,4996.67,0.008,0.026,14.1005,0,Mar,2,4,8,2,Returning_Visitor,FALSE,TRUE
2,24,0,0,28,1206.61,0,0.0232222,5.41764,0,Mar,2,2,1,2,Returning_Visitor,FALSE,TRUE
8,377.513,3,265,60,2062.89,0.0140097,0.0265802,1.70507,0,Mar,1,1,4,2,Returning_Visitor,FALSE,TRUE
3,42.6,2,41.5,18,1049.52,0.0238095,0.0396825,14.2565,0,Mar,3,2,2,3,Returning_Visitor,TRUE,TRUE
4,55.75,0,0,19,685.95,0,0.0177249,7.14143,0,Mar,3,2,7,2,Returning_Visitor,TRUE,TRUE
3,79,0,0,36,2517,0,0.00540541,27.2387,0,Mar,2,10,2,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,19,751.333,0,0.00277778,13.6263,0,Mar,2,2,1,2,Returning_Visitor,TRUE,TRUE
1,40,5,279.5,62,1088.83,0.000980392,0.00723039,11.4846,0,Mar,3,2,1,9,Returning_Visitor,TRUE,TRUE
3,73,0,0,9,2151,0,0.0181818,10.913,0,Mar,2,5,1,1,Returning_Visitor,FALSE,TRUE
2,24.6,0,0,26,779.505,0.0111111,0.0344033,12.5522,0,Mar,1,1,3,1,Returning_Visitor,TRUE,TRUE
2,28,2,175.5,27,1253.33,0.00666667,0.0146667,39.7173,0,Mar,2,2,1,2,Returning_Visitor,FALSE,TRUE
5,143.833,1,55,19,1762.5,0,0.0134615,31.5464,0,Mar,3,2,1,2,Returning_Visitor,FALSE,TRUE
5,141,0,0,33,1371.63,0,0.00555556,44.711,0,Mar,2,4,3,8,New_Visitor,TRUE,TRUE
4,45.3333,0,0,53,1440.3,0.0127273,0.0219744,1.66012,0,Mar,3,2,7,3,Returning_Visitor,TRUE,TRUE
13,456.988,3,72.8333,39,976.71,0.00416667,0.00972222,39.6554,0,Mar,1,1,1,1,Returning_Visitor,TRUE,TRUE
1,75,4,250.667,44,1679.83,0,0.00108696,45.8293,0,Mar,2,2,1,2,New_Visitor,TRUE,TRUE
4,99.5,0,0,16,315.167,0,0.0166667,12.5331,0,Mar,1,1,6,3,Returning_Visitor,FALSE,TRUE
1,44,0,0,25,773.467,0,0.0291429,10.3572,0,Mar,2,2,1,2,Returning_Visitor,TRUE,TRUE
5,825,0,0,33,808.167,0,0.00540541,20.8596,0,Mar,2,4,9,10,New_Visitor,FALSE,TRUE
0,0,0,0,10,254,0.02,0.04,14.0292,0,Mar,2,2,9,2,New_Visitor,FALSE,TRUE
0,0,0,0,10,408,0,0.0222222,88.7846,0,Mar,2,2,1,2,Returning_Visitor,FALSE,TRUE
7,75.05,0,0,31,489.145,0.0111111,0.0222222,27.3822,0,Mar,2,2,5,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,24,580.2,0,0.0121212,17.1255,0,Mar,2,2,1,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,32,999,0,0.0134409,9.05308,0,Mar,1,1,1,1,Returning_Visitor,FALSE,TRUE
2,4,0,0,10,284,0,0.0166667,33.3283,0,Mar,2,5,1,8,New_Visitor,FALSE,TRUE
9,81,0,0,34,1219.11,0.00701754,0.0225564,9.51742,0,Mar,3,2,3,1,Returning_Visitor,FALSE,TRUE
1,0,0,0,21,574.723,0,0.0188889,6.28404,0,Mar,2,2,1,2,Returning_Visitor,FALSE,TRUE
1,702,0,0,38,2193.15,0.0122807,0.015614,9.09277,0,Mar,1,1,2,2,Returning_Visitor,FALSE,TRUE
4,22.5,0,0,15,289.85,0,0.0222222,57.9642,0,Mar,2,2,2,3,New_Visitor,TRUE,TRUE
4,73.75,1,58,12,777.5,0,0.0155556,10.782,0,Mar,2,2,1,2,Returning_Visitor,TRUE,TRUE
6,145,6,199,40,1834.17,0,0.00673469,49.4704,0,Mar,2,5,3,2,Returning_Visitor,FALSE,TRUE
9,183.5,2,29.6667,52,2211.61,0.00888889,0.0102517,1.81647,0,Mar,4,2,1,2,Returning_Visitor,FALSE,TRUE
8,139.682,8,353.333,45,2003.42,0.00714286,0.00755102,5.57672,0,Mar,2,2,4,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,68,809.246,0.00298508,0.00597015,109.912,0,Mar,2,5,4,2,Returning_Visitor,FALSE,TRUE
2,28.6667,0,0,12,224.167,0,0.0233333,44.7347,0,Mar,3,2,6,2,Returning_Visitor,FALSE,TRUE
13,654.775,8,604.8,160,5349.56,0.00114286,0.00179948,17.3489,0,Mar,2,2,1,2,Returning_Visitor,TRUE,TRUE
9,222.5,2,46.6667,20,1267.16,0.00148148,0.0179772,16.1728,0,Mar,2,2,3,2,Returning_Visitor,FALSE,TRUE
2,33.5,1,91,31,1271.82,0,0.0115054,1.59277,0,Mar,1,8,4,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,32,827.646,0,0.00058651,54.6763,0,Mar,2,2,7,2,Returning_Visitor,FALSE,TRUE
5,243.667,1,415,20,1267.23,0,0.01,91.98,0,Mar,1,1,3,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,27,694.304,0,0.00769231,11.9926,0,Mar,1,1,1,2,Returning_Visitor,TRUE,TRUE
0,0,1,56,17,1385.83,0.00588235,0.0176471,39.8587,0,Mar,2,2,1,2,Returning_Visitor,FALSE,TRUE
1,6,0,0,15,500,0.0266667,0.0733333,19.996,0,Mar,2,2,3,1,Returning_Visitor,FALSE,TRUE
1,5,0,0,13,545.571,0.0133333,0.0207843,26.1202,0,Mar,2,2,3,2,Returning_Visitor,TRUE,TRUE
1,78,0,0,21,555.894,0,0.00238095,24.7505,0,Mar,1,1,1,2,New_Visitor,FALSE,TRUE
0,0,0,0,15,292.694,0,0.0051282,54.98,0,May,3,2,4,4,Returning_Visitor,FALSE,TRUE
2,254,1,39,95,4990.96,0.00412371,0.0153077,5.6381,0,May,2,2,1,6,Returning_Visitor,FALSE,TRUE
5,85.6667,0,0,25,1194.5,0,0.00769231,11.5192,0,May,2,2,1,2,New_Visitor,FALSE,TRUE
0,0,0,0,12,896.5,0.00833333,0.025,14.6895,0.6,May,2,5,1,5,Returning_Visitor,FALSE,TRUE
6,97.8824,2,9,58,2293.6,0.00835777,0.0339734,6.7485,0,May,2,2,7,4,Returning_Visitor,FALSE,TRUE
3,27,0,0,21,898,0.0153846,0.0423077,10.9472,0.6,May,2,2,1,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,23,1888.5,0,0.00869565,46.0064,0,May,2,2,4,4,New_Visitor,TRUE,TRUE
2,129,0,0,31,866.7,0.011828,0.0341014,18.1115,0,May,3,2,6,1,Returning_Visitor,FALSE,TRUE
7,89.5,0,0,26,1163.33,0,0.009375,26.9831,0,May,3,2,3,4,New_Visitor,FALSE,TRUE
3,296,0,0,9,394.5,0,0.00555556,28.3983,0,May,2,2,8,2,New_Visitor,TRUE,TRUE
0,0,0,0,21,452.798,0,0.023,16.8251,0,May,1,1,1,4,Returning_Visitor,FALSE,TRUE
3,168.75,0,0,36,1262.83,0,0.00405405,20.3945,0,May,2,2,3,4,Returning_Visitor,TRUE,TRUE
3,430.833,1,262,49,2338.57,0.0235294,0.0289076,9.60953,0.6,May,3,2,4,4,Returning_Visitor,FALSE,TRUE
7,150.5,0,0,28,549.083,0,0.0135714,2.66333,0,May,1,1,1,2,Returning_Visitor,FALSE,TRUE
5,724.5,0,0,23,867.333,0,0.000826446,59.988,0,May,1,1,1,2,Returning_Visitor,FALSE,TRUE
9,357.25,3,115,45,2889.25,0,0.007,54.9759,0,May,2,2,1,4,Returning_Visitor,FALSE,TRUE
9,329.298,1,75,32,1888.55,0.0108108,0.0259009,24.6384,0,May,1,1,9,4,Returning_Visitor,TRUE,TRUE
2,47,0,0,42,1528.38,0,0.0047619,17.6966,1,May,1,1,1,4,New_Visitor,TRUE,TRUE
6,89,3,12,75,5378.05,0.0201326,0.0464397,4.3744,0.2,May,2,2,8,3,Returning_Visitor,FALSE,TRUE
4,32.6667,0,0,34,1378.97,0.00789474,0.0171679,18.4699,0,May,3,2,1,4,Returning_Visitor,TRUE,TRUE
10,295.694,0,0,29,785.474,0,0.00148148,34.9917,0,May,2,2,5,4,Returning_Visitor,TRUE,TRUE
0,0,1,48,32,1808.33,0.05,0.0752083,12.4841,0.4,May,3,2,8,1,Returning_Visitor,FALSE,TRUE
1,35,1,49.5,11,1464,0,0.0205128,32.946,0.2,May,2,2,4,4,Returning_Visitor,FALSE,TRUE
0,0,2,236,66,1483.55,0,0.00615385,143.212,0,May,2,4,3,3,Returning_Visitor,TRUE,TRUE
1,25,0,0,35,1570.5,0,0.00294118,13.0733,0,May,2,2,6,4,Returning_Visitor,TRUE,TRUE
1,13,0,0,15,524.5,0,0.0133333,33.9612,0,May,3,2,1,6,Returning_Visitor,FALSE,TRUE
4,309,0,0,27,877.5,0,0.00740741,44.4773,0,May,1,1,1,4,New_Visitor,FALSE,TRUE
0,0,1,51,29,1225.5,0,0.0103448,25.9033,0,May,4,2,1,4,New_Visitor,FALSE,TRUE
